address,lat,lon
639 PASIR RIS DR 1,1.3766676965195,103.939880592625
615 ELIAS RD,1.37640666233782,103.94172194055
110 WHAMPOA RD,1.32682122581121,103.855890714758
22 ST. GEORGE'S RD,1.32520475650307,103.862445341683
647 PUNGGOL CTRL,1.39806307135608,103.915453266532
648 PASIR RIS DR 10,1.37880739053832,103.938681928816
822 WOODLANDS ST 82,1.44191072365748,103.789471100426
119 MARSILING RISE,1.43882853194834,103.780322976407
776 WOODLANDS CRES,1.44806964071842,103.799762634431
688D WOODLANDS DR 75,1.44341960518743,103.807696359787
411 YISHUN RING RD,1.42574178895795,103.847404279075
603 YISHUN ST 61,1.42205684515085,103.835660125996
427 YISHUN AVE 11,1.42206906919871,103.848091765572
733 TAMPINES ST 71,1.3578245820795,103.933874048097
416 TAMPINES ST 41,1.35915490215513,103.947401738253
258 SERANGOON CTRL DR,1.3551693757779,103.872708662652
207 TAMPINES ST 21,1.35136271207896,103.952226216363
492B TAMPINES AVE 9,1.3630082431173,103.953547635023
201 TOA PAYOH NTH,1.34113803607795,103.850126597142
842E TAMPINES ST 82,1.35157120885478,103.938444966547
126 TAMPINES ST 11,1.34578613288722,103.950321611291
938 TAMPINES AVE 5,1.34790449944267,103.941725378469
142 BT BATOK ST 11,1.35000417984867,103.742860806106
111A DEPOT RD,1.28112269302349,103.808687895607
187 BT BATOK WEST AVE 6,1.34651344118157,103.744614358938
174 BISHAN ST 13,1.34820799489001,103.854277011221
179 LOMPANG RD,1.37984676162569,103.765075708901
508 JELAPANG RD,1.38634539387806,103.768831827225
1 TG PAGAR PLAZA,1.27568847511494,103.842433449984
596C ANG MO KIO ST 52,1.37193571932413,103.85014325987
631 ANG MO KIO AVE 4,1.3795572819161,103.840735651035
177 ANG MO KIO AVE 4,1.37583827139652,103.838123054825
132 BISHAN ST 12,1.34566334804942,103.851578599165
281 BISHAN ST 24,1.35727709271493,103.844629114303
606 BEDOK RESERVOIR RD,1.33122227931301,103.913799873642
139 BEDOK RESERVOIR RD,1.33462453350019,103.913777679684
721 JURONG WEST AVE 5,1.34399335727786,103.697595848966
424 HOUGANG AVE 6,1.37376370041835,103.893618945204
402 PANDAN GDNS,1.32075547790486,103.74951968623
662B JURONG WEST ST 64,1.3370195046718,103.703388248137
433 JURONG WEST ST 42,1.3527798445309,103.722858578257
417 JURONG WEST ST 42,1.35130933561361,103.727345002671
343 CHOA CHU KANG LOOP,1.38341750127746,103.745686287938
309 CLEMENTI AVE 4,1.32091981411778,103.766377598785
225 CHOA CHU KANG CTRL,1.38109065348717,103.744889593727
548 CHOA CHU KANG ST 52,1.39339309874757,103.74193765951
669 HOUGANG AVE 8,1.37337022502161,103.884099363082
352 UBI AVE 1,1.32522701807049,103.899400226499
336 UBI AVE 1,1.32572020348011,103.901822392584
471 SEMBAWANG DR,1.45194275649274,103.815879050674
250C COMPASSVALE ST,1.39269343697359,103.899877418149
518 SERANGOON NTH AVE 4,1.37164118155193,103.874103124013
157A RIVERVALE CRES,1.38785512397153,103.908392900982
521 PASIR RIS ST 52,1.37358084217304,103.94436502031
39 CAMBRIDGE RD,1.31633807257608,103.848468483993
107 PASIR RIS ST 12,1.36750966709317,103.957518917808
9 HOLLAND AVE,1.3075559256341,103.794443576453
524 WOODLANDS DR 14,1.43264768513006,103.79367954254
459 YISHUN AVE 11,1.42103574926841,103.846333547036
802 WOODLANDS ST 81,1.44094029531024,103.786015017818
858 YISHUN AVE 4,1.41767034348633,103.838515102268
212 YISHUN ST 21,1.43178338863003,103.837440290013
346 YISHUN AVE 11,1.42845935062473,103.843568800254
359 TAMPINES ST 34,1.35588169299314,103.961638534274
915 TAMPINES ST 91,1.3486056231626,103.939564083361
498J TAMPINES ST 45,1.36323538538961,103.956894060229
166 WOODLANDS ST 13,1.433317737659,103.77549155593
774 WOODLANDS CRES,1.44814759810496,103.799142729823
230J TAMPINES ST 21,1.3561953607168,103.949663054432
18 TAMAN HO SWEE,1.28809868332674,103.831032031024
126A KIM TIAN RD,1.28285654819351,103.829496414106
506 BT BATOK ST 52,1.3522483162653,103.754663779161
515 JELAPANG RD,1.38820615707893,103.767265836753
637 VEERASAMY RD,1.30702756018287,103.855527541511
72 TELOK BLANGAH HTS,1.27611797685125,103.809589962738
620 ANG MO KIO AVE 9,1.38244082944044,103.839546376827
210 ANG MO KIO AVE 3,1.36856005913566,103.843235087734
127 BISHAN ST 12,1.34607589409488,103.851694780512
201 BISHAN ST 23,1.35506686853913,103.846946060532
93 BEDOK NTH AVE 4,1.33288899931346,103.941309734338
917 JURONG WEST ST 91,1.34034412790429,103.687842202472
655A JURONG WEST ST 61,1.33553724025521,103.698482008728
850 HOUGANG CTRL,1.36971638140621,103.893429934937
219A JURONG EAST ST 21,1.34060750883164,103.737453992981
606 JURONG WEST ST 65,1.33793644267156,103.699282789577
24 BENDEMEER RD,1.31862347782977,103.862324355167
352 KANG CHING RD,1.33936579398539,103.720184380509
705 JURONG WEST ST 71,1.34091242945772,103.694650990398
561 CHOA CHU KANG NTH 6,1.39632645332412,103.744957171627
413 CHOA CHU KANG AVE 3,1.38132792158886,103.742568460559
162 JLN TECK WHYE,1.38086551927932,103.757683733859
706 HOUGANG AVE 2,1.36596036769891,103.888646476566
159 HOUGANG ST 11,1.35144832512017,103.879517231789
631 HOUGANG AVE 8,1.37069136628932,103.881518580726
259A COMPASSVALE RD,1.39390590594045,103.896732147073
356C ADMIRALTY DR,1.44925221115986,103.817794617678
318D ANCHORVALE LINK,1.39314049828612,103.889509691071
446B JLN KAYU,1.3917668903484,103.873322981775
718 PASIR RIS ST 72,1.38244315383458,103.936371378227
13 FARRER PK RD,1.311600762123,103.851400079336
636B PUNGGOL DR,1.4004079262324,103.913750542513
20 DOVER CRES,1.30672257350963,103.783524083089
745 WOODLANDS CIRCLE,1.4421581766394,103.795608530175
429 WOODLANDS ST 41,1.42661684900233,103.772948569562
682A WOODLANDS DR 62,1.44031862988978,103.803284675318
144 YISHUN ST 11,1.43102371428403,103.831365011855
626 YISHUN ST 61,1.41749366890869,103.835749017424
925 TAMPINES ST 91,1.34642313830126,103.940969858247
831 TAMPINES ST 83,1.35036280478376,103.934554541156
274 TAMPINES ST 22,1.34829994079049,103.95005945995
238 LOR 1 TOA PAYOH,1.3402100624015,103.851574634389
233 LOR 8 TOA PAYOH,1.33828365922679,103.858467966719
131 BT BATOK WEST AVE 6,1.35073333041497,103.746261338468
452 SIN MING AVE,1.35857465962241,103.829747971343
291 CHOA CHU KANG AVE 3,1.378703619825,103.739795696799
106 GANGSA RD,1.3779019997366,103.767412279054
637 ANG MO KIO AVE 6,1.38036187235317,103.842334616577
175 ANG MO KIO AVE 4,1.37572264709308,103.837123341994
304 SHUNFU RD,1.35012170474224,103.837942388222
243 BISHAN ST 22,1.361084979743,103.844635646145
39 BEDOK STH RD,1.32139766306096,103.93973036061
531 JURONG WEST ST 52,1.34908423801413,103.715342876347
639 HOUGANG AVE 8,1.37051742775071,103.879783573789
261 BOON LAY DR,1.34559270009436,103.70789526133
948 JURONG WEST ST 91,1.34440826739845,103.690958705202
759 CHOA CHU KANG NTH 5,1.3932185910197,103.74674083544
485A CHOA CHU KANG AVE 5,1.37461810751349,103.738364995209
454 CHOA CHU KANG AVE 4,1.37893713397214,103.73503881658
52 SIMS PL,1.31666544739611,103.880390526566
447B JLN KAYU,1.39246632922429,103.873207670352
354B ADMIRALTY DR,1.45039898878298,103.818680990646
200D SENGKANG EAST RD,1.38726151170943,103.893007706343
717 PASIR RIS ST 72,1.38262059331192,103.936631122283
62B STRATHMORE AVE,1.2944605758846,103.810978956227
864 WOODLANDS ST 83,1.44084727860795,103.794991236078
684A WOODLANDS DR 73,1.4411312628412,103.805148060847
715 YISHUN ST 71,1.42638911318203,103.826910837812
277 TAMPINES ST 22,1.34727819641372,103.951193517105
494C TAMPINES ST 43,1.36370339705173,103.952575138742
351 TAMPINES ST 33,1.35295678900579,103.963067447216
16 MARSILING LANE,1.44229782292057,103.777878520479
141 JLN BT MERAH,1.27714559744846,103.828738908605
112 BT BATOK WEST AVE 6,1.34817353357762,103.745025213312
254 BANGKIT RD,1.37959332744982,103.773854600016
105 GANGSA RD,1.37831242120574,103.767763308976
560 ANG MO KIO AVE 10,1.37081626777721,103.859192334256
34 CHAI CHEE AVE,1.32416996959775,103.926405179845
708 BEDOK NTH RD,1.33503645745879,103.919311961318
490 JURONG WEST AVE 1,1.3495885100502,103.727240414439
6 ST. GEORGE'S LANE,1.32328058266215,103.858879246968
436 CHOA CHU KANG AVE 4,1.3845738801474,103.740368750567
326 CLEMENTI AVE 5,1.31443081636431,103.766358328432
254 HOUGANG AVE 3,1.36030661772127,103.891453683047
20 EUNOS CRES,1.32465648439267,103.903243112164
19 QUEEN'S CL,1.29238272764571,103.800196306719
264C COMPASSVALE BOW,1.38145602861701,103.896164686932
466 PASIR RIS ST 41,1.37315409877617,103.958128748489
143 PASIR RIS ST 11,1.36198405238232,103.960695828184
762 PASIR RIS ST 71,1.37567020169073,103.933931581433
770 WOODLANDS DR 60,1.44646333383129,103.798737609119
417 WOODLANDS ST 41,1.42885830961844,103.774024710128
350 YISHUN AVE 11,1.42547985096679,103.84427895925
413 YISHUN RING RD,1.42501074313135,103.846428227306
498H TAMPINES ST 45,1.36295791496804,103.957515257339
145 SIMEI ST 2,1.34484832828898,103.955553840065
319 TAMPINES ST 33,1.35086520634088,103.956396069577
126 LOR 1 TOA PAYOH,1.33781465652998,103.84513085219
317 BT BATOK ST 32,1.36063976510707,103.747638364128
469 CHOA CHU KANG AVE 3,1.37779477244622,103.73737904885
115 PENDING RD,1.37801437708806,103.76920520215
88 BEDOK NTH ST 4,1.3331333533723,103.939110909704
449 SIN MING AVE,1.35808106284654,103.83079059602
774 BEDOK RESERVOIR VIEW,1.3365822191075,103.93670727972
554 JURONG WEST ST 42,1.35323480092319,103.71786608982
405 JURONG WEST ST 42,1.35422127854017,103.721439265395
849 JURONG WEST ST 81,1.34583873807476,103.691652319476
485D CHOA CHU KANG AVE 5,1.37519914641013,103.738966077649
576 HOUGANG AVE 4,1.37833565598131,103.886553216485
632 HOUGANG AVE 8,1.37056742582058,103.880591936414
209 SERANGOON CTRL,1.35444891059602,103.874262060745
632B PUNGGOL DR,1.40084327296158,103.913134667895
170 WOODLANDS ST 11,1.43363472515023,103.776294092675
527 WOODLANDS DR 14,1.43173161043485,103.792106203248
152 YISHUN ST 11,1.4310397754087,103.834755026459
492D TAMPINES ST 45,1.3638772521599,103.954122609944
236 SERANGOON AVE 3,1.35424006743426,103.869821831929
37 TELOK BLANGAH RISE,1.27267256466786,103.822875659974
532 JELAPANG RD,1.38502101583684,103.764557963179
8 KIM TIAN PL,1.28302965610411,103.827236715363
337 ANG MO KIO AVE 1,1.36319555672393,103.851616001112
538 ANG MO KIO AVE 5,1.37559336678106,103.853347801104
133 BEDOK RESERVOIR RD,1.33235744118922,103.911767964622
357 YUNG AN RD,1.33682896786791,103.721117649246
679B JURONG WEST CTRL 1,1.3439082086186,103.706055263416
319 CLEMENTI AVE 4,1.31738023737382,103.764787022864
202 CHOA CHU KANG AVE 1,1.3818369774308,103.74946480804
304 JURONG EAST ST 32,1.3451446878869,103.734750459542
59 MARINE TER,1.30585966549606,103.914721778871
106 PASIR RIS ST 12,1.36801255048337,103.95765313312
56 JLN MA'MOR,1.3281842409853,103.856689248821
107C EDGEFIELD PLAINS,1.39662152089139,103.907600724822
757 WOODLANDS AVE 4,1.44621010221646,103.794598549906
357 WOODLANDS AVE 5,1.43314522839089,103.78443410696
216 SERANGOON AVE 4,1.35755258004484,103.873140468743
571C WOODLANDS AVE 1,1.43037573758391,103.789927860576
224 BT BATOK ST 21,1.34772275800146,103.752567106833
168 PETIR RD,1.37758285592609,103.764402344565
129 BEDOK NTH ST 2,1.32755443192195,103.938030484223
219A BEDOK CTRL,1.32531112114443,103.933278106545
34 TEBAN GDNS RD,1.31987963533782,103.741754021124
427 JURONG WEST AVE 1,1.35131373566097,103.725596710632
484 CHOA CHU KANG AVE 5,1.37647656461683,103.737135249373
296E CHOA CHU KANG AVE 2,1.37691701980975,103.743047128967
125 GEYLANG EAST AVE 1,1.31744387800501,103.886373732265
140 PASIR RIS ST 11,1.36394845899024,103.959181035972
125 PASIR RIS ST 11,1.36618432371868,103.954324674252
546 WOODLANDS DR 16,1.42970406750651,103.793970297136
171 WOODLANDS ST 11,1.43397497861501,103.776526806695
419 WOODLANDS ST 41,1.42851420473475,103.774572425077
122 SIMEI ST 1,1.34557177331253,103.95249806135
17 JOO SENG RD,1.33616230952626,103.881375973843
183 BT BATOK WEST AVE 8,1.34632638068317,103.743377821414
69 BEDOK STH AVE 3,1.31935026360524,103.943632360195
501 BISHAN ST 11,1.34841689796891,103.849077333761
272C JURONG WEST ST 24,1.3509147418282,103.704627623472
804 KING GEORGE'S AVE,1.30787507917062,103.860792024681
429 CHOA CHU KANG AVE 4,1.38274325486337,103.740135563152
238 HOUGANG AVE 1,1.35714409402773,103.888970066565
508C WELLINGTON CIRCLE,1.45288239563765,103.821431874269
711 PASIR RIS ST 72,1.38172033104503,103.93811088156
730 YISHUN ST 71,1.42723329945277,103.831527990025
499B TAMPINES AVE 9,1.35887020526725,103.956331658876
80 LOR 4 TOA PAYOH,1.33526346112013,103.848516803547
111 SIMEI ST 1,1.34241233534134,103.949503526295
257 BT BATOK EAST AVE 4,1.3511708841554,103.757984853389
142 PETIR RD,1.37639172444397,103.767912823562
311 SHUNFU RD,1.35088220305116,103.839339699004
134 BEDOK RESERVOIR RD,1.33287858460019,103.912838489269
221 JURONG EAST ST 21,1.34084174986254,103.736918269895
665B JURONG WEST ST 64,1.33979831711037,103.702943619809
151 JLN TECK WHYE,1.37841061448898,103.757251128701
345 CHOA CHU KANG LOOP,1.38280878340153,103.744790220928
34 EUNOS CRES,1.32101348298356,103.900972794677
110 SERANGOON NTH AVE 1,1.36938351007707,103.8714075184
516 PASIR RIS ST 52,1.37414901860681,103.943539735181
761 WOODLANDS AVE 6,1.44657565754604,103.796861656857
485B TAMPINES AVE 9,1.35984427795017,103.956436060173
353 TAMPINES ST 33,1.35451273728621,103.963028626638
11 CANTONMENT CL,1.27442604746069,103.839671514269
3 BEDOK STH AVE 1,1.32191533930821,103.933180861675
975 JURONG WEST ST 93,1.34024147892312,103.693549591586
346 CHOA CHU KANG LOOP,1.38358998692837,103.744901135483
133 CLARENCE LANE,1.29231647710431,103.814605959416
270 YISHUN ST 22,1.43742134407842,103.839982454823
519 SERANGOON NTH AVE 4,1.37199223431895,103.874590319684
147 SILAT AVE,1.27727696508456,103.831093355841
27 CHAI CHEE RD,1.32413363919193,103.923499790995
4 MARINE TER,1.30509642100259,103.917733747552
698B HOUGANG ST 61,1.37480681507579,103.887708468033
140 RIVERVALE ST,1.38937559481463,103.903705419983
642 PASIR RIS DR 10,1.37755615779337,103.938410399087
724 YISHUN ST 71,1.42647481851247,103.82991593847
115 SERANGOON NTH AVE 1,1.3681312354317,103.870576991283
58 TELOK BLANGAH HTS,1.27492292747431,103.813408066986
653 SENJA LINK,1.38692590741026,103.763946218351
442 SIN MING AVE,1.3592357565259,103.832368846087
271 TOH GUAN RD,1.34168199586003,103.746245539012
764 CHOA CHU KANG NTH 5,1.39318129660748,103.74913495353
618 HOUGANG AVE 8,1.36954817029527,103.884137210291
314B ANCHORVALE LINK,1.39104986151367,103.888846713825
161 WOODLANDS ST 13,1.43333488963202,103.773674041501
364 TAMPINES ST 34,1.35693800952142,103.959873498292
328 TAMPINES ST 32,1.35316617534528,103.958287519034
144 BT BATOK WEST AVE 6,1.3500433867981,103.744237408407
209 BISHAN ST 23,1.35554884726043,103.848541212741
415 CHOA CHU KANG AVE 4,1.38274610888732,103.742446143166
15 EUNOS CRES,1.32385970958716,103.90336356772
266 PASIR RIS ST 21,1.3661338285701,103.963882577863
793 WOODLANDS AVE 6,1.44239411276294,103.802849502125
871 TAMPINES ST 84,1.35440347555796,103.932702293995
290C BT BATOK EAST AVE 3,1.34409580185561,103.757275306688
679C JURONG WEST CTRL 1,1.34392315743643,103.706395562005
44 JLN BAHAGIA,1.32740937893968,103.85723115625
331 UBI AVE 1,1.32658760601792,103.90351569256
180C RIVERVALE CRES,1.38949150176116,103.90966042653
508 WOODLANDS DR 14,1.43213384772534,103.790580691321
