name,lat,lon
Blk 271 Carpark,1.3502385,103.7036151
Opposite Nanyang Avenue,1.3564486,103.696061
After Christian Cemetery Path 9,1.3691823,103.6942525
Pusara Aman Mosque,1.3722107,103.6944186
Before Nanyang Avenue,1.356251,103.6958103
Opposite Westwood Secondary School,1.3525474,103.7011524
After Cemetery Chapel,1.3720523,103.6947155
Civil Defence Academy,1.3657541,103.693208
Before Nanyang Avenue,1.3610088,103.6931191
Before Muslim Cemetery Path 7,1.368575,103.6939217
Opposite Civil Defence Academy,1.3662469,103.6938362
After Nanyang Avenue,1.3587719,103.6939046
Westwood Secondary School,1.3531284,103.7008048
Opposite Hillbrooks,1.3589981,103.762073
After Jalan Remaja,1.3579565,103.7613695
Hillbrooks,1.3587304,103.7620308
Opposite Veerasamy Road,1.3064912,103.856102
After Allenby Road,1.3103005,103.8585972
Jalan Besar Station Exit A,1.3045043,103.8548777
Premier Milk Private Limited,1.3304458,103.7083336
Blk 263,1.3453802,103.7065208
Beecham Private Limited,1.3350361,103.7092643
Opposite Premier Milk Private Limited,1.3303372,103.7079811
Opposite Beecham Private Limited,1.3352466,103.7089433
Utoc Engineering,1.3262396,103.7088387
Blk 695,1.3430582,103.7076559
Opposite Utoc Engineering,1.3268824,103.7090343
Before Tractor Road,1.3232261,103.7095683
Before Boon Lay Way,1.3387923,103.7095674
After Street Kinetics,1.3386805,103.7099611
Blk 680C,1.3452321,103.7062055
Opposite Tractor Road,1.3237859,103.7098118
Blk 104,1.2810901,103.8251521
Opposite Bukit Merah Town Centre,1.284262,103.8174967
Opposite Blk 2,1.2861786,103.8068441
Blk 140,1.2785589,103.8295138
Blk 119,1.2829638,103.82164
Opposite Blk 120,1.2822828,103.8224175
Opposite Blk 28,1.2859076,103.8093648
Blk 149,1.2774332,103.8321437
Opposite Pacific Tech Centre,1.2859835,103.8112946
Blk 111,1.2804424,103.8263776
Alexandra Central,1.2866969,103.8057099
Opposite Blk 149,1.2773621,103.8328072
Bukit Merah Town Centre,1.2839191,103.817807
Blk 201,1.280474,103.8268735
Opposite Bukit Merah Secondary School,1.2850331,103.813673
Opposite Blk 140,1.2785904,103.8300426
Bukit Merah Secondary School,1.2853749,103.8133736
Blk 1,1.2863372,103.8081492
Opposite Buroh Street,1.3138613,103.702072
Before Tanjong Kling Road,1.3144395,103.6979138
After Pandan Road,1.3029935,103.7460627
Opposite SPC Service Station,1.3142092,103.7149336
Opposite Caltex Singapore,1.3045654,103.7428236
Before Jurong Pier Road,1.3139762,103.7120573
SPC Service Station,1.3147303,103.716843
After Buroh Street,1.3135317,103.7013816
Before Jurong Port Road,1.3147273,103.7179918
Caltex Singapore,1.3043495,103.7425024
Opposite CEVA Logistics,1.3139809,103.7051556
Jurong Abattoir,1.3139328,103.7223063
CEVA Logistics,1.3142673,103.704635
After Jurong Port Road,1.3143262,103.718412
After Tanjong Kling Road,1.3146289,103.6987363
After Jurong Pier Road,1.314437,103.7124344
Blk 322,1.3281227,103.9054767
Blk 17,1.3234681,103.9052677
Opposite Eunos Station,1.3211871,103.9053121
Opposite Blk 322,1.3287999,103.9054556
Opposite Blk 16,1.3231107,103.9055702
Eunos Station,1.3206269,103.9049314
After Chun Tin Road,1.341982,103.770991
The Hillford,1.343773,103.7696
Blk 18,1.340254,103.7726485
Beauty World Station Exit C,1.3400864,103.7753311
Signature Park Condominium,1.3425116,103.7702879
Opposite Blk 19,1.3403928,103.7736473
Opposite Beauty World Station,1.3403502,103.7751543
Opposite The Hillford,1.343762,103.769348
Before Bukit Batok East Avenue 6,1.3463485,103.7669888
After Upper Bukit Timah Road,1.3410733,103.7769981
After Bukit Batok East Avenue 6,1.346067,103.767588
Opposite Blk 448A,1.3932009,103.8724615
Blk 448A,1.3931251,103.87267
After Abundant Grace Church,1.3965216,103.8731155
Jalan Kayu Shophouse,1.3970347,103.8730712
Opposite Jalan Tari Lilin,1.3985306,103.8729582
Before Seletar Camp G,1.4022454,103.8713626
After Seletar Camp G,1.4021738,103.8721775
Before Tampines Expressway,1.3995122,103.8723272
After Tampines Expressway,1.3997196,103.8725768
Kembangan Station,1.3217676,103.9136261
Opposite Kembangan Station,1.3219378,103.9137843
Kolam Ayer Industrial Estate,1.3271721,103.8703287
MOM Services Centre,1.3268657,103.8694809
Blk 102,1.3282725,103.850854
Opposite Blk 102,1.3280009,103.8510613
Blk 105,1.328227,103.8538411
Opposite Blk 105,1.3280331,103.8539175
Hillview House,1.3573933,103.7615075
Opposite Blk 36,1.2886602,103.8092649
Tanoto Shipyard,1.305454,103.696476
Opposite Tanoto Shipyard,1.3050809,103.6968572
Jurong Shipyard,1.3040432,103.697306
After Jalan Paras,1.3262104,103.9153966
Opposite Textile Centre,1.3032741,103.8610629
Sultan Plaza,1.3030293,103.861553
Central Fish Processing Factory,1.3109196,103.7211089
Opposite Trellis Towers,1.3293768,103.8438516
After Blk 195,1.3307742,103.8608127
Trellis Towers,1.3299289,103.8440502
Opposite Blk 195,1.3299731,103.8603269
After Tukang Innovation Drive,1.3269174,103.7154275
Grundfos,1.325985,103.7121271
Before Chia Ping Road,1.327504,103.7180407
Before Tukang Innovation Drive,1.3273385,103.7182623
Opposite Grundfos,1.3263132,103.7126303
Hup Leck Heavy Equipment,1.3267585,103.7156689
Blk 3A,1.3176774,103.8990134
Opposite Blk 532,1.38429,103.7650127
Blk 532,1.3844924,103.7650139
Bukit Panjang Plaza,1.3800249,103.7639688
Opposite Bukit Panjang Plaza,1.3796364,103.7639457
Joo Chiat Place,1.3137965,103.9030849
Opposite Parkway East Hospital,1.3147901,103.9093966
After Rambutan Road,1.313843,103.903844
Flora East,1.314217,103.905838
Parkway East Hospital,1.3148775,103.9091407
Before Still Road,1.3143182,103.9069155
After Tembeling Road,1.3132645,103.9005186
After Duku Road,1.3080899,103.9034371
112 Katong,1.3052911,103.9053478
Before Koon Seng Road,1.3109166,103.9013897
Marshall Lane,1.3083308,103.9030857
Seng Heng Engineering,1.3236781,103.6690664
After Joo Koon Crescent,1.3275401,103.6746632
Opposite Toyo Ink,1.3273359,103.6719301
Joo Koon Station Exit A,1.3275286,103.6781295
After Joo Koon Road,1.3268452,103.6766315
Joo Koon Station Exit B,1.3279319,103.6777663
Opposite ESAB,1.3249609,103.6669676
After Joo Koon Way,1.325731,103.6709905
Before Joo Koon Way,1.3255867,103.6691709
Panasonic Industrial Devices,1.3259475,103.6740336
Opposite Parc Oasis,1.344441,103.7343218
Jurong Polyclinic,1.3495858,103.730591
Opposite Jurong Polyclinic,1.3491124,103.7308003
Blk 252,1.3427144,103.7373591
Parc Oasis,1.343946,103.7346448
Blk 229,1.342011,103.7380775
Blk 239,1.3412676,103.741074
Blk 246,1.3414678,103.7404948
Blk 347,1.3453327,103.7321277
Blk 316,1.3462625,103.7318755
Before Seventh-Day Advent Church,1.3363837,103.7396772
Blk 209,1.338297,103.7411407
Blk 124,1.334508,103.73855
Blk 134,1.3345831,103.7388698
Blk 266,1.3416549,103.7439909
Seventh-Day Advent Church,1.3357434,103.7387986
Blk 207,1.338513,103.7417278
Blk 241,1.341516,103.7435708
Blk 131,1.33474,103.740412
Blk 306,1.346206,103.7341866
Opposite Blk 311,1.348068,103.732163
Rotary,1.2783959,103.7164897
Faci,1.2777436,103.7141329
Aft Sakra Ave,1.2666802,103.6953387
Sembcorp/JIH,1.2817432,103.7195038
Opposite Chemical Process Techology Centre,1.2704143,103.707405
Opp Continental,1.2873196,103.7202051
Opposite Oasis @ Sakra,1.2688032,103.7046506
ExxonMobil Chemical,1.2664945,103.6904716
Oasis @ Sakra,1.2686027,103.7049908
Exxon Mfg Cplx,1.2661279,103.6911762
Bef Ayer Merbau Rd,1.274674,103.708938
Chemical Process Techology Centre,1.2703362,103.7079381
Linde,1.2786608,103.7161273
Continental,1.28764,103.720297
After Jalan Buroh,1.315856,103.7094749
Before Jalan Buroh,1.3157893,103.7098619
Opposite Jalan Pesawat,1.31846,103.7100044
After Jalan Pesawat,1.318898,103.710337
Jurong Port Workshops,1.3156339,103.7198671
After Jalan Terusan,1.320817,103.7201029
Sin Soon Huat,1.3187074,103.7204262
After Jalan Buroh,1.3152286,103.7195548
CWT Distripark,1.3172292,103.7199028
Before Jalan Tepong,1.3124268,103.7192448
Before Jalan Terusan,1.3209529,103.7202594
Opposite Jurong East Library,1.3318128,103.7395724
Jurong East Library,1.3326254,103.7390574
After Singapore Science Centre,1.3360128,103.7349704
Blk 253,1.3445434,103.7367823
Blk 118,1.33657,103.734915
Blk 114,1.3394959,103.7342645
Opposite Blk 227,1.3419966,103.735354
Opposite Singapore Science Centre,1.334127,103.737019
Opposite Blk 114,1.3392179,103.7339495
After Pandan Gardens,1.3215949,103.7454655
Jurong Town Hall,1.3306867,103.7412026
Singapore Science Centre,1.3337962,103.7369652
Opposite German Centre,1.3250522,103.7454991
Opposite International Business Park,1.3275445,103.7448954
Before Pandan Gardens,1.3214869,103.7457848
Blk 303,1.3442351,103.7362327
Blk 228,1.3422566,103.7359366
Blk 536,1.3500882,103.7166119
Blk 538,1.3497832,103.7154398
Blk 502,1.3506479,103.7186717
Blk 454,1.3508613,103.7179588
Blk 425,1.3506096,103.724542
Blk 463,1.350629,103.7237812
Blk 422,1.3500339,103.7265076
Blk 490,1.3498039,103.7274622
Blk 441,1.3511402,103.7206132
Blk 457,1.3509724,103.7212082
Opposite Saint Joseph's Home,1.3500222,103.7098462
Opposite Blk 276B,1.3532351,103.7051048
Between Blks 272D/271A,1.351172,103.7040698
Blk 273B,1.3514561,103.7039829
Blk 641,1.3407541,103.6958559
Opposite Blk 717,1.3428038,103.6980612
Blk 704,1.3406327,103.6953725
Blk 717,1.3425326,103.6972747
Blk 676B,1.346246,103.7037884
Blk 734A Carpark,1.3452071,103.7008593
Jurong West Sub-Station,1.3462641,103.7030695
Blk 673C,1.3449112,103.7010596
Blk 817,1.34444,103.6960114
Blk 710,1.3428556,103.6945373
Blk 861,1.349544,103.6971161
Blk 762,1.3497616,103.697542
Blk 715,1.3441697,103.6961791
After Westwood Avenue,1.350573,103.700107
Between Blks 757/758,1.3503535,103.7005934
Opposite Blk 461,1.3492836,103.7212002
Yuhua Secondary School,1.347424,103.7231259
Blk 491,1.349259,103.7257653
Opposite Blk 481,1.3464165,103.7253805
Blk 416,1.3524003,103.7254959
Blk 551,1.3523716,103.7172413
Blk 402,1.3531703,103.7225565
Blk 458,1.3497742,103.7196748
Opposite Blk 515,1.3464349,103.7214991
Blk 515,1.3462458,103.7212855
Blk 501,1.3498076,103.719375
Blk 517,1.3458981,103.7193559
Opposite Jurong West Primary School,1.339245,103.6981057
Jurong West Primary School,1.3392607,103.6984066
Blk 639,1.3407877,103.6972205
Blk 624,1.3408519,103.697419
Blk 665A,1.3407495,103.7027565
Blk 622,1.3401661,103.6986896
Opposite Blk 622,1.3401186,103.699408
Pioneer Station Exit A,1.3374226,103.6977535
Blk 658C,1.3374479,103.7002893
Blk 662A,1.3376991,103.703119
Blk 608,1.3377635,103.7000083
Pioneer Station Exit B,1.3377778,103.6973331
Blk 664C,1.3379962,103.7032296
Blk 662D,1.337253,103.7045452
Blk 669 Carpark,1.3427496,103.7036089
Opposite Blk 662C,1.3371829,103.7048177
Blk 685B,1.3426564,103.70382
Blk 729,1.3466197,103.6978782
West Grove Primary School,1.3453487,103.6994228
Blk 745,1.3468741,103.6978352
Blk 755,1.3480922,103.7008475
Blk 749,1.3481591,103.6986922
Opposite Blk 755,1.3474248,103.7010785
Blk 844A Carpark,1.345856,103.6927177
Blk 821,1.3471751,103.6942092
Blk 827,1.3457771,103.6928924
Blk 962,1.3420396,103.69138
Blk 932,1.341939,103.6884914
Blk 953,1.3420451,103.6910797
Blk 920,1.3396878,103.6877435
Blk 924,1.3402555,103.690023
Blk 660A Carpark,1.3346709,103.9075096
Blk 151,1.3360241,103.9121055
Opposite Blk 660A Carpark,1.3349646,103.9076366
Opposite Blk 150,1.3364612,103.912401
Before Kaki Bukit Station Exit B,1.3352113,103.909935
Kaki Bukit Industrial Estate,1.3334449,103.9041746
Opposite Kaki Bukit Industrial Estate,1.3338019,103.9043565
Kaki Bukit Station Exit A,1.3354864,103.9098925
Bendemeer Station Exit B,1.3136877,103.8633205
Opposite Blk 66,1.3199251,103.8697629
Chubb Singapore,1.3180374,103.8663755
Before Geylang Bahru Station,1.3204889,103.8702229
Blk 16,1.3173789,103.8661584
Bendemeer Station Exit A,1.3138198,103.8631172
Before Kampung Bugis,1.3093099,103.8674922
Lavender Station Exit B,1.3075102,103.8626701
After Padang Jeringau,1.309761,103.8673341
After Kallang Way 1,1.3224854,103.8768089
After Kallang Way 4,1.3232089,103.8790491
After Genting Lane,1.3233086,103.8789182
After Kallang Way 2,1.3223567,103.8769178
Before Mount Faber Lodge,1.2680176,103.8255267
Opposite Mount Faber Lodge,1.2684068,103.8256941
Opposite Keppel Distripark Blk 519,1.271761,103.827159
Keppel Distripark Blk 519,1.270981,103.826673
Opposite Melati Blk 2,1.2762783,103.831223
Opposite Kampong Bahru Terminal,1.2762706,103.8347034
Before Kampong Bahru Terminal,1.2760506,103.8350945
Melati Blk 2,1.2759161,103.8301757
Opposite Parish Of Christ Church,1.3116957,103.8473086
Blk 354,1.3391577,103.7219642
Blk 334,1.3393853,103.722612
Parish Of Christ Church,1.3119371,103.8476374
Opposite Kingswear Avenue,1.367404,103.866569
Serangoon Gardens Country Club,1.3656001,103.8663337
Aft Architecture Dr,1.296427,103.7713506
NUS Raffles Hall,1.3009692,103.7727456
NUS Museums,1.3011676,103.7734711
Aft Kent Ridge Dr,1.2961745,103.7703638
Opp Yusof Ishak Hse,1.2989244,103.7740478
Yusof Ishak Hse,1.2988628,103.7743214
Kentish Green,1.3158403,103.8518319
Opposite Former Railway Station,1.2723184,103.8386021
Tanjong Pagar Distripark Blk F5,1.2706781,103.8306276
Former Railway Station,1.2726337,103.8370384
After Cantonment Road,1.2723953,103.8408891
Keppel Workshop,1.272105,103.834151
Opposite Keppel Distripark Blk 517,1.2684047,103.8282621
Keppel Distripark Blk 517,1.268051,103.8271284
Opposite Tanjong Pagar Distripark Blk F5,1.2704738,103.8297586
Before Cantonment Road,1.2727451,103.8413844
Before Kim Keat Lane,1.3246606,103.8532712
Opposite NKF,1.3266541,103.8549381
Grand Copthorne Hotel,1.2907348,103.8344438
Great World Station Exit 3,1.2939608,103.8326152
After King George's Avenue,1.3081826,103.858971
Before Tai Hoe Hotel,1.3096696,103.8573356
After Kranji Road,1.4364698,103.7537345
Dapolite Industrial,1.4368982,103.7540664
Lip Guan Industrial,1.4349408,103.7552055
After Woodlands Road,1.4251508,103.7566874
Opposite Kranji Water Reclam Plt,1.4276377,103.7562275
Blk 2,1.4321726,103.7556839
Before Woodlands Road,1.4251069,103.757037
Kranji Water Reclam Plt,1.4297681,103.7561469
After Jalan Lam Huat,1.4323962,103.7554304
Opposite Ordinance Supply Base,1.4297834,103.7557978
After SMRT Buses Kranji Depot,1.4352252,103.7549519
Daiya Engineering,1.4365107,103.7473796
Tong Seng Concrete Limited,1.4359783,103.7479563
Central Granite Industrial,1.4380051,103.7444758
After Kranji Link,1.4374539,103.7450329
Opposite Shingda Construction,1.4351268,103.7501233
Opposite PUB Quarter,1.43856,103.7352275
After Sungei Kadut Drive,1.4370422,103.7457658
After Kranji Cresent,1.4346797,103.7505332
PUB Quarter,1.4386628,103.7350537
Kranji Reservoir Park B,1.4383223,103.7357363
Opposite Blk 333,1.2806879,103.8422951
Before Soon Lee Road,1.3307101,103.701751
Aperia/Before Kallang Road,1.3098535,103.8635815
Before Kallang Bahru,1.3116721,103.8619007
After Kallang Road,1.3092781,103.8635497
Before Serangoon Road,1.3155867,103.8589942
After Kallang Bahru,1.3113267,103.8624655
Arc 380,1.313537,103.8605097
Porsche Centre Singapore,1.2908101,103.8113484
Opposite Motor Image,1.2908821,103.8118051
Enabling Village,1.2871586,103.8141009
Opposite Enabling Village,1.2874582,103.8142582
Blk 54,1.2893088,103.8139574
Opposite Blk 44,1.2865969,103.8116173
Blk 44,1.2866283,103.8120073
Hua Yu Mansions,1.3284858,103.9144737
Grosvenor View,1.3276526,103.9121712
Kampung Kembangan Community Club,1.3235038,103.9127329
Blk 102,1.3253584,103.9111293
After Yishun Avenue 1,1.4087523,103.8291789
Before Sungei Seletar Bridge,1.4020338,103.8273702
After Yio Chu Kang Road,1.3893124,103.8407019
Before Yishun Avenue 1,1.4097027,103.8291985
Lamp Post 94,1.3983879,103.8290579
After SLE,1.3981074,103.828637
After Sungei Seletar Bridge,1.402199,103.827635
Before Yio Chu Kang Road,1.3895598,103.8409371
Opposite Bullion Park Condominium,1.3925251,103.8370413
Bullion Park Condominium,1.3921212,103.8371214
Opposite Countryside Estate,1.3914071,103.8387001
Countryside Estate,1.3910248,103.838678
Lentor Station Exit 3,1.3849941,103.8366915
Lentor Station Exit 5,1.3846755,103.8366227
After Florissa Park,1.3870112,103.8370393
After Lentor Grove,1.3869562,103.8371653
Countryside Garden Playground,1.3898571,103.8385841
Opposite Fudu Walk Playground,1.3896837,103.8369539
B20 Lim Chu Kang Road,1.4191681,103.702177
After Neo Tiew Road,1.420808,103.7030244
After Lim Chu Kang Lane 3,1.4266147,103.7056626
After Lim Chu Kang Lane 8,1.4428006,103.7077688
After Lim Chu Kang Lane 6,1.4376276,103.707971
Opposite Track 13,1.4151926,103.7001615
Opposite Neo Tiew Road,1.4216734,103.7031924
Before Lim Chu Kang Lane 3A,1.4301186,103.7068277
Opposite Lim Chu Kang Lane 4,1.4331679,103.7078252
After Track 13,1.4158378,103.7004666
After Lim Chu Kang Lane 3A,1.4294305,103.7066927
After Jalan Bahtera,1.4239441,103.7042294
Opposite Jalan Bahtera,1.423296,103.7041374
Opposite Lim Chu Kang Lane 3,1.4276539,103.7059875
B19 Lim Chu Kang Road,1.4195362,103.702176
Police Coast Guard,1.444774,103.7075597
Opposite Lim Chu Kang Lane 5,1.4351745,103.7080528
Sungei Gedong Camp,1.4174894,103.7012222
Before Lim Chu Kang Lane 5,1.4349857,103.7082091
B03 Lim Chu Kang Road,1.439779,103.7078896
After Lim Chu Kang Lane 8,1.4394481,103.7080017
Before Lim Chu Kang Lane 6,1.4365399,103.708178
After Sungei Gedong Camp,1.4168403,103.7010966
Yishun Dairy Farm,1.4423349,103.7079303
After Lim Chu Kang Lane 4,1.432505,103.7077823
Before Jalan Buroh,1.3174233,103.6959821
After Jalan Buroh,1.3172897,103.6963101
After Pioneer Road North,1.3244953,103.6959008
After Fourth Lok Yang Road,1.3245154,103.6884303
Auto World Care,1.324527,103.69097
After Third Lok Yang Road,1.3246756,103.6907042
Before Fourth Lok Yang Road,1.3246802,103.6884594
Leroy-Somer,1.3246743,103.6855887
Nippon,1.3245139,103.6928414
Hoe Keng Motor,1.3246731,103.6955824
Before First Lok Yang Road,1.3246787,103.6928713
After Sime Road,1.3380252,103.8193698
Lamp Post 57,1.3410361,103.826658
Before Wallace Way,1.3403179,103.8225367
After Wallace Way,1.3404624,103.8222421
Before Andrew Road,1.3401423,103.8326525
After Lornie Walk,1.3386985,103.8198931
Lamp Post 52,1.3412469,103.8270538
Opposite Andrew Road,1.3406489,103.8328364
Before Sims Avenue,1.315142,103.878248
Lorong 1 Geylang Terminal,1.310812,103.8718172
Toa Payoh Station,1.3331424,103.8467851
Opposite Toa Payoh Station,1.3329198,103.8464946
Blk 115,1.3526414,103.8882714
Opposite Blk 115,1.3522158,103.8878808
The Minton,1.3510895,103.8820843
Opposite The Minton,1.3508323,103.8825755
After Kallang Sector,1.327691,103.8725387
Blk 307,1.3547452,103.8667833
New Tech Park,1.35095,103.8618426
After Chuan Garden,1.3614401,103.8680984
Chuan Terrace,1.3623393,103.8677473
Summer Place,1.3568152,103.8681361
Opposite Grace Walk,1.3584032,103.8682726
After Braddell Road,1.3472075,103.8599796
Before Braddell Road,1.3460046,103.8603949
Cardiff Residence,1.3546359,103.8657669
Before Eng Kong Place,1.3371217,103.7670937
After Eng Kong Place,1.336986,103.7669768
Blk 48,1.2884905,103.8256843
Opposite Blk 48,1.2888942,103.8255392
The Pearl @ Mount Faber,1.27137,103.824801
Cendex Centre,1.2803525,103.8235533
Blk 129,1.2836376,103.8244709
Blk 105,1.27244,103.824196
Blk 40,1.2724396,103.823819
Opposite Cendex Centre,1.2803511,103.8238969
Blk 25B,1.2837167,103.8248829
Blk S17,1.2975399,103.7806909
Opposite National University Hospital,1.2968269,103.7831704
Opposite University Health Centre,1.2987422,103.7756587
Lim Seng Tjoe Building (LT 27),1.2974065,103.7809895
National University Hospital,1.2962939,103.7834418
University Health Centre,1.2989593,103.7760594
Opposite Loyang Industrial Estate,1.3714954,103.9725733
After Changi Golf Course,1.3878766,103.9856547
Before New Loyang Link,1.3672849,103.9684331
After Engine Test Facility,1.3756725,103.9767891
After School Of Commando,1.3838093,103.9785133
Loyang Way/Soxal,1.3797344,103.978445
Loyang Valley,1.3685356,103.9693756
After Pasir Ris Drive 3,1.3671895,103.9678401
Opposite Blk 275,1.3644012,103.9655575
Blk 149A,1.362205,103.962944
Opposite Engine Test Facility,1.3765141,103.9769639
Blk 275,1.3642737,103.9650102
Before Loyang Way,1.37307,103.9737323
Before Cranwell Road,1.38653,103.979006
Opposite Blk 149A,1.3620466,103.9631536
Changi Golf Course,1.3875137,103.9857393
Saint George Chapel,1.3876589,103.9820264
After Loyang Way,1.3731638,103.9743506
Opposite Loyang Valley,1.3685161,103.9691956
Opposite Loyang Way 4/Soxal,1.3785497,103.9787154
Before School Of Commando,1.383443,103.978233
Opposite Maranatha B-P Church,1.387854,103.981835
After Cranwell Road,1.3866128,103.9795845
Honey Well,1.3779482,103.9747022
Pratt & Whitney Canada,1.380258,103.9733957
Encompass Digital Media,1.3822027,103.972299
After Loyang Way,1.3849699,103.9718772
Before Loyang Way 1,1.3742007,103.9723507
Opposite Selarang Park Drug Rehabilitation,1.3708894,103.9800387
Opposite Loyang Way 4,1.3777097,103.9758528
Before Selarang Way,1.3731137,103.9760702
Opposite Loyang Way 6,1.384346,103.973461
Composite Tech,1.3799147,103.9759229
Opposite Krislite Building,1.3720681,103.9704952
Krislite Building,1.372018,103.9701807
After Loyang Avenue,1.373157,103.976361
Selarang Park Drug Rehabilitation,1.3713522,103.9797989
Wacker Chemicals,1.3758379,103.9742412
GE Aircraft Engines,1.376016,103.9741537
After Loyang Way 1,1.3740073,103.9724263
Opposite SIA Supplies Centre,1.3820365,103.9747139
Opposite Jalan Muhibbah,1.3315529,103.8805376
Opposite Cencon Building,1.3307819,103.8771493
After Jalan Muhibbah,1.3319185,103.8811562
Before Jalan Wangi,1.329697,103.8739741
After Tai Thong Cresent,1.3285199,103.8704812
Cencon Building,1.3307698,103.8777733
Citimac Industrial Complex,1.333265,103.88737
Before Siemens Centre,1.3284167,103.8708605
After Jalan Belangkas,1.3321804,103.8832372
Before Davidson Road,1.3327667,103.885074
Gulab Building,1.3295044,103.8741108
MacPherson Green Condominium,1.3328288,103.8864731
Singapore Zoo,1.4045641,103.7893113
Bird Paradise,1.4083772,103.7802849
Opposite Bird Paradise,1.4085086,103.780409
Opposite Mandai CD Training Village,1.4116534,103.7612831
Opposite Mandai Camp 2,1.410508,103.7744977
Mandai CD Training Village,1.4113257,103.7610231
After Jalan Ulu Sembawang,1.4126464,103.7889336
Opposite Police Tactical Training Camp,1.4104896,103.7658939
Opposite SCDF Nee Soon Camp,1.4028819,103.8120092
Before Woodlands Road,1.4115763,103.75811
Police Tactical Training Camp,1.4099818,103.7665946
After Woodlands Road,1.4118908,103.757811
After Mandai Avenue,1.4159782,103.8020508
SCDF Nee Soon Camp,1.4028138,103.8123364
Opposite Meng Suan Road,1.4021644,103.8140245
Mandai Crematorium,1.412143,103.8057131
Opposite Mandai Crematorium,1.4129512,103.8053694
Upper Seletar Reservoir,1.405401,103.8082273
Before Mandai Avenue,1.4158521,103.8038474
After Upper Thomson Road,1.4023521,103.8168936
Before Mandai Lake Road,1.4105315,103.7796953
Before Jalan Ulu Sembawang,1.4123334,103.7893446
Lamp Post 159,1.4106999,103.7833102
Lamp Post 162,1.4110791,103.7832448
After Mandai Lake Road,1.4108984,103.7794562
Opposite Mandai Police Training Camp,1.4106839,103.7635104
Mandai Police Training Camp,1.4103285,103.7632686
Mandai Camp 2,1.4104483,103.7754616
Opposite Upper Seletar Reservoir,1.4054626,103.8088508
After Meng Suan Road,1.4023981,103.8144276
Before Upper Thomson Road,1.4024671,103.816956
Before BKE,1.4103248,103.7697915
Opposite The Fisherman Church,1.2995576,103.8031832
Queensway Secondary School,1.3011157,103.8019332
Opposite Queenstown Primary School,1.2970973,103.807666
Blk 30,1.298754,103.804491
Queenstown Primary School,1.2968557,103.8078743
The Fisherman Church,1.2993695,103.8037185
Queenstown Library,1.2981234,103.8060078
After Marina Gardens Drive,1.2749996,103.8594918
Before Marina Gardens Drive,1.2766469,103.8608558
Gardens by the Bay Exit 1,1.2801289,103.8689708
After Gardens by the Bay,1.2798298,103.8650113
Before Gardens by the Bay,1.2797052,103.8644634
Blk 34,1.3042295,103.9122625
Blk 45,1.3043677,103.9126506
Tao Nan School,1.3056786,103.9110017
Marine Parade Station Exit 4,1.3046183,103.907833
Marine Parade Station/Parkway Parade,1.3030316,103.9059231
Opposite Mandarin Gardens,1.3086434,103.9243768
Marine Terrace Station/Katong Convent,1.3071917,103.9176472
Marine Terrace Station Exit 4,1.306815,103.914746
Victoria School,1.3092614,103.9278707
CHIJ Katong Convent (Primary),1.3058723,103.9105929
Siglap Station/Opposite Victoria School,1.3096295,103.9287928
Marine Terrace Station Exit 1,1.3065802,103.9148661
Mandarin Gardens,1.3085655,103.9250448
Neptune Court,1.3079013,103.9212069
Hua Xin Court,1.3113087,103.933593
Siglap Station/Laguna Park,1.3095847,103.9295415
Marine Parade Station Exit 6,1.3042167,103.9076791
Opposite Neptune Court,1.3082252,103.9214855
Lagoon View,1.3107478,103.9329671
Blk 19,1.304912,103.915324
CHIJ Katong Convent (Secondary),1.3060071,103.9169823
After Blk 1,1.441312,103.7756352
Blk 2,1.4401483,103.7774557
Blk 32,1.4435756,103.7733442
Blk 10,1.4406863,103.7768503
Blk 203,1.4435851,103.7737834
Opposite Blk 19,1.4441239,103.7780088
Blk 18,1.4439703,103.7779011
Blk 206,1.4456172,103.7734065
Blk 15,1.442039,103.7787951
Si Ling Secondary School,1.4453339,103.775269
Blk 212,1.4457843,103.773401
Opposite Blk 15,1.442076,103.7790021
GES Singapore,1.4453358,103.7756103
Opposite Blk 120,1.4395635,103.7809798
Blk 120,1.4393181,103.7810461
After Woodlands Centre Road,1.4386555,103.7740297
Opposite Blk 137,1.4388387,103.7769693
Opposite Blk 12,1.4401501,103.7788619
Blk 137,1.4386264,103.7768139
Before Woodlands Centre Road,1.4384698,103.7742456
Blk 18,1.4420878,103.7803433
Opposite Blk 18,1.4422464,103.7802693
Blk 12,1.4400646,103.7785436
Opposite Blk 263A Carpark,1.3586106,103.8410142
Opposite Whitley Secondary School,1.3556788,103.8413044
Blk 319,1.3531482,103.840318
Before Marymount Convent School,1.341518,103.839667
Before Marymount Lane,1.3465645,103.8390432
Opposite Marymount Station,1.3496322,103.83977
Opposite Marymount Convent School,1.3405977,103.8389975
Blk 254,1.3627123,103.8427538
Whitley Secondary School,1.3555729,103.8416469
Opposite Blk 254,1.3622533,103.8420706
Blk 260,1.3579585,103.8416878
Opposite Mattar Station Exit B,1.3259517,103.8840346
After Grace Baptist Church,1.3252919,103.8819545
Blk 122,1.318621,103.857336
Blk 163,1.2919049,103.8021683
Blk 157,1.2930432,103.8040414
Blk 158,1.2925527,103.803063
Blk 153,1.2942174,103.8031831
After Jalan Anggerek,1.3276584,103.8810268
Opposite Mattar Station Exit A,1.327519,103.883248
